,Country,Social TF Programs,Wealth-ranking,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
410,United States,2,1,2013,7.249285221,10.93692875,0.92539686,66.63999939,0.79225564,0.271387607,0.746894062,0.776115954,0.260328352,0.288647503,North America,6,7,104.681,8.81,91,86,28.7,93,94,0.12,54831,316.06,0.7,0.6,13.2,1,0,78.7
225,Lebanon,0,3,2013,4.983288765,9.772115707,0.708228052,65.58000183,0.654868305,-0.005477655,0.920827806,0.446394682,0.409337312,,Middle East,7.7,9,62.766,1.18,81,65,27.4,81,81,0.04,8201,5.91,4.8,4.8,8.3,0,1,78.7
77,Chile,1,2,2010,6.63565588,9.964698792,0.85695523,68.5,0.786367476,0.103650928,0.701824725,0.759538412,0.300116688,0.478705615,South America,7.4,8.7,95.6955,7.55,92,84,27.4,92,92,0.18,11733,17.06,0.8,0.9,9.8,0,1,78.8
92,Costa Rica,1,2,2010,7.271053791,9.730944633,0.915141284,69.19999695,0.881029606,0.041907232,0.762587249,0.826531351,0.221241251,0.532538593,Central America and Caribbean,9.2,10.5,92.078,3.74,89,79,26.8,93,88,0.18,10237,4.58,1.8,1.8,8.3,0,1,78.8
93,Costa Rica,1,2,2011,7.228888512,9.761935234,0.89204818,69.36000061,0.926105797,-0.038647857,0.836583257,0.793523431,0.26922521,0.322533011,Central America and Caribbean,8.9,10.2,91.2235,3.21,84,80,26.9,82,85,0.18,10559,4.63,1.8,1.7,8.4,0,1,78.9
341,Slovenia,0,1,2009,5.830160618,10.40584469,0.918696642,69.04000092,0.895956635,-0.020819264,0.803634167,0.583327055,0.303117454,0.368030965,European Union,2.8,3.4,88.8695,10.52,88,98,26,96,96,0.03,20428,2.04,1.7,1.7,12.1,1,0,79
78,Chile,1,2,2011,6.526334763,10.01403809,0.819078863,68.68000031,0.700734138,0.107430115,0.752755523,0.757600784,0.316876173,0.322867334,South America,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79
107,Denmark,1,1,2010,7.770515442,10.83615208,0.974977076,69.40000153,0.943630815,0.240007415,0.174896091,0.796208739,0.154562935,0.586689413,European Union,3.5,4.1,83.927,10.27,88,85,25.3,90,90,0.04,51173,5.55,1.1,0.9,12.7,1,0,79.1
94,Costa Rica,1,2,2012,7.272250175,9.797823906,0.902206898,69.51999664,0.92891407,0.040107884,0.794301391,0.836753607,0.263027132,0.280074805,Central America and Caribbean,8.6,9.9,90.369,3.17,91,95,27,90,91,0.18,10945,4.69,1.8,1.7,8.5,0,1,79.1
101,Cyprus,0,1,2009,6.833477497,10.56147385,0.811736107,70.63999939,0.774590671,0.051687378,0.801423609,0.668310106,0.329307944,0.563541174,European Union,3,3.5,58.8095,10.81,96,88,26.7,99,99,0.05,26182,1.1,0.9,1,11.3,1,0,79.2
79,Chile,1,2,2012,6.599128723,10.05622768,0.855235577,68.86000061,0.733610928,0.190923885,0.782117426,0.736138999,0.287592113,0.343267798,South America,7.2,8.4,93.5665,8.35,90,74,27.6,90,90,0.19,12973,17.4,0.8,0.8,9.9,0,1,79.2
95,Costa Rica,1,2,2013,7.158000469,9.81098938,0.902069271,69.68000031,0.897879303,0.012181036,0.812863111,0.808915198,0.278147429,0.26219371,Central America and Caribbean,8.2,9.6,88.8035,3.02,94,92,27.1,95,95,0.19,11090,4.74,1.7,1.7,8.5,0,1,79.2
80,Chile,1,2,2013,6.74015379,10.08609295,0.862404704,69.04000092,0.736887336,0.080535695,0.741154909,0.790639281,0.285453886,0.3072685,South America,7.1,8.3,92,7.23,90,78,27.7,90,91,0.19,13272,17.57,0.8,0.8,9.9,0,1,79.3
102,Cyprus,0,1,2010,6.386546135,10.55526829,0.822123706,70.80000305,0.755362809,0.06990739,0.833427012,0.699333131,0.295705855,0.452459902,European Union,2.8,3.4,57.4125,11.33,96,88,26.7,99,99,0.06,26020,1.11,0.9,1,11.5,1,0,79.4
342,Slovenia,0,1,2010,6.082555294,10.41483116,0.917203367,69.19999695,0.895522416,0.027355783,0.844790697,0.591895521,0.295366138,0.331916302,European Union,2.6,3.2,86.192,10.33,88,96,26.1,96,96,0.02,20613,2.05,1.6,1.6,12.1,1,0,79.4
103,Cyprus,0,1,2011,6.689608574,10.53376007,0.843654513,70.95999908,0.745468855,0.177029401,0.840676486,0.682390809,0.272299588,0.399997503,European Union,2.7,3.2,56.015,10.71,96,88,26.8,99,99,0.06,25466,1.12,0.9,1,11.6,1,0,79.6
104,Cyprus,0,1,2012,6.180507183,10.48344707,0.767177105,71.12000275,0.724629581,0.095494114,0.870691717,0.687085271,0.368632913,0.3364124,European Union,2.6,3.1,54.618,10.58,96,88,26.8,99,99,0.06,24217,1.14,0.9,1,11.8,1,0,79.8
108,Denmark,1,1,2011,7.78823185,10.84531403,0.961736143,69.62000275,0.934760153,0.295087457,0.220043078,0.777891874,0.174883381,0.471823335,European Union,3.4,4.1,78.101,10.45,88,86,25.3,91,91,0.04,51644,5.57,1.1,0.9,12.7,1,0,79.8
136,Germany,1,1,2009,6.64149332,10.71540546,0.934782326,69.98000336,0.843784511,0.124639109,0.689930737,0.684358895,0.206444725,0.519230902,European Union,3.5,4.3,78.907,11.23,88,93,26.3,95,96,0.08,36190,81.9,1.1,1.1,13.8,1,0,79.8
105,Cyprus,0,1,2013,5.438952446,10.41799545,0.744032085,71.27999878,0.656267941,0.09942323,0.867310464,0.656831086,0.420258701,0.274080217,European Union,2.5,3,53.6265,9.07,96,88,26.8,99,99,0.06,22682,1.14,0.9,1,12,1,0,80
343,Slovenia,0,1,2011,6.035964012,10.42133045,0.931166053,69.36000061,0.907440901,-0.027004661,0.893133819,0.587408543,0.285320938,0.181583047,European Union,2.5,3.1,81.406,10.61,88,96,26.2,96,96,0.02,20747,2.05,1.6,1.6,12.2,1,0,80
137,Germany,1,1,2010,6.724531174,10.75788689,0.939308643,70,0.842656434,0.09249673,0.688005984,0.697530389,0.182344139,0.395424008,European Union,3.5,4.2,77.604,11.58,88,93,26.3,94,95,0.03,37761,81.78,1.1,1.1,13.8,1,0,80
344,Slovenia,0,1,2012,6.062891006,10.39248085,0.924753785,69.51999664,0.904386282,-0.021534046,0.890754104,0.598477244,0.283989847,0.238065988,European Union,2.4,2.9,80.7685,10.95,88,96,26.2,96,96,0.02,20157,2.06,1.5,1.5,11.7,1,0,80.1
109,Denmark,1,1,2012,7.519909382,10.84381294,0.951437175,69.83999634,0.932627916,0.136318624,0.187407613,0.782715559,0.208569512,0.534252763,European Union,3.5,4.1,75.094,9.23,88,87,25.3,94,94,0.04,51567,5.59,1.1,0.9,12.8,1,0,80.1
401,United Kingdom,1,1,2009,6.90654707,10.63568592,0.964428782,69.33999634,0.816228807,0.339177281,0.558927298,0.739177883,0.231028661,0.384066552,Rest of Europe,4.6,5.4,76.195,9.98,88,86,26.9,93,93,0.08,41929,62.28,0.8,0.5,13.1,1,0,80.1
246,Malta,0,1,2009,6.32763958,10.35121059,0.91577214,70.22000122,0.803179801,0.460040301,,0.625680208,0.357874334,0.439478427,European Union,5.9,6.7,56.4985,7.1,86,85,27.1,73,73,0.08,19574,0.41,0.8,0.7,10.2,1,0,80.2
181,Ireland,1,1,2009,7.045911312,10.86545181,0.958702445,69.98000336,0.834729671,0.312667906,0.579600155,0.745341063,0.232698768,0.29256928,European Union,3.6,4.3,73.9955,10.93,95,86,27.1,94,94,0.07,45386,4.54,0.3,0.2,12.1,1,0,80.2
146,Greece,0,2,2009,6.038574696,10.48268509,0.793317616,69.91999817,0.443107843,-0.294750184,0.958768308,0.614257872,0.253589481,0.316206783,European Union,3.4,3.9,75.948,8.32,95,77,27,99,99,0.09,22839,11.11,0.8,0.7,10.1,1,0,80.2
345,Slovenia,0,1,2013,5.974888802,10.38077831,0.932119727,69.68000031,0.890059829,0.03384719,0.917839587,0.624565423,0.274269283,0.163433194,European Union,2.3,2.8,77.3625,9.53,88,95,26.3,95,95,0.02,19922,2.06,1.4,1.4,11.7,1,0,80.3
110,Denmark,1,1,2013,7.588606834,10.84893417,0.964707971,70.05999756,0.920254648,0.2123456,0.170042172,0.825601161,0.194673792,0.391405106,European Union,3.5,4.1,72.3825,9.44,88,86,25.3,94,94,0.04,51832,5.61,1.1,0.9,13.2,1,0,80.3
138,Germany,1,1,2011,6.621312141,10.81492519,0.947236657,70.01999664,0.906293273,0.030239167,0.677172124,0.685721278,0.165199533,0.424583137,European Union,3.4,4.1,75.779,11.33,88,93,26.4,94,95,0.03,39977,80.27,1.1,1.1,13.9,1,0,80.4
402,United Kingdom,1,1,2010,7.029364109,10.64893723,0.955068171,69.40000153,0.841306746,0.4007532,0.586813152,0.753458798,0.176342949,0.50351125,Rest of Europe,4.4,5.2,74.2785,10.01,88,86,27,94,94,0.08,42488,62.77,0.8,0.5,13.2,1,0,80.4
147,Greece,0,2,2010,5.839558601,10.42505169,0.868422449,70,0.484110981,-0.30452165,0.954113841,0.580756307,0.291516393,0.236502409,European Union,3.4,3.9,74.8405,8.33,95,77,27.1,99,99,0.1,21560,11.12,0.8,0.7,10.3,1,0,80.4
139,Germany,1,1,2012,6.702362061,10.81722355,0.926406622,70.04000092,0.904440463,0.068326421,0.67923671,0.699049354,0.169576168,0.516928196,European Union,3.4,4,73.3235,11.32,88,93,26.4,94,95,0.03,40069,80.43,1.1,1.1,14,1,0,80.5
140,Germany,1,1,2013,6.965125084,10.81886101,0.931420565,70.05999756,0.894312978,0.021607108,0.56579423,0.693133771,0.204995915,0.557760656,European Union,3.3,4,73.2135,11.08,88,93,26.5,93,95,0.03,40135,80.65,1.1,1.1,14,1,0,80.5
231,Luxembourg,0,1,2009,6.957920074,11.62830639,0.938559353,70.30000305,0.939101696,0.118924618,0.431606978,0.713410318,0.238021523,0.824018121,European Union,2.4,2.9,73.2125,11.98,95,86,26.1,96,99,0.09,104574,0.5,0.9,0.9,11.8,1,0,80.6
232,Luxembourg,0,1,2010,7.097251892,11.64696693,0.952371716,70.5,0.908303082,0.088541098,0.423341334,0.717743278,0.216064394,0.768445313,European Union,2.3,2.8,74.016,11.84,94,86,26.1,96,99,0.1,106544,0.51,0.9,0.9,11.8,1,0,80.6
149,Greece,0,2,2012,5.096354008,10.2514143,0.81214112,70.16000366,0.37261042,-0.305750698,0.958908975,0.544410706,0.351506293,0.126218989,European Union,3.5,4,72.6245,7.62,98,83,27.1,99,99,0.09,18124,11.05,0.8,0.7,10.3,1,0,80.6
248,Malta,0,1,2011,6.154718399,10.40067577,0.922639728,70.58000183,0.881921828,0.291502088,,0.637833834,0.339702874,0.492513239,European Union,5.8,6.6,54.9785,6.89,82,85,27.1,96,96,0.08,20566,0.42,0.8,0.7,10.5,1,0,80.7
249,Malta,0,1,2012,5.962872028,10.43203545,0.921752036,70.76000214,0.860689878,0.346900225,,0.638694704,0.390503973,0.498758078,European Union,5.8,6.6,54.218,7.18,93,91,27.1,99,99,0.08,21222,0.42,0.8,0.7,10.8,1,0,80.7
182,Ireland,1,1,2010,7.257389545,10.87740135,0.972885907,70.09999847,0.85602957,0.345456243,0.618024111,0.762811244,0.200655416,0.332579374,European Union,3.5,4.2,68.771,11.57,95,86,27.1,94,94,0.07,45932,4.56,0.3,0.2,12.2,1,0,80.7
183,Ireland,1,1,2011,7.006904125,10.8836689,0.977377594,70.22000122,0.952034354,0.380387187,0.589912653,0.786443889,0.19030945,0.529104173,European Union,3.5,4.1,68.994,11.49,95,86,27.2,95,95,0.07,46221,4.58,0.3,0.2,10.9,1,0,80.7
148,Greece,0,2,2011,5.372039795,10.31951046,0.85155499,70.08000183,0.528125942,-0.317181766,0.941152513,0.551990569,0.322790802,0.175151214,European Union,3.5,4,73.7325,7.48,95,77,27.1,99,99,0.1,19401,11.1,0.8,0.7,10.3,1,0,80.7
184,Ireland,1,1,2012,6.964645386,10.87890816,0.961785913,70.33999634,0.90219456,0.299391657,0.572632253,0.721398354,0.236661568,0.3458727,European Union,3.4,4,67.3805,11.38,95,86,27.2,95,95,0.07,46001,4.6,0.3,0.2,11.3,1,0,80.8
185,Ireland,1,1,2013,6.760085106,10.88623333,0.955188334,70.45999908,0.883772016,0.32861793,0.558394194,0.744001567,0.245267823,0.285015553,European Union,3.3,3.9,64.5655,10.51,95,86,27.3,96,96,0.07,46339,4.62,0.3,0.2,11.8,1,0,80.9
404,United Kingdom,1,1,2012,6.880784035,10.6632309,0.934574962,69.51999664,0.888970494,0.368919432,0.425169915,0.738626719,0.184244528,0.421262175,Rest of Europe,4.1,4.8,69.147,9.53,88,86,27,95,95,0.08,43100,63.7,0.8,0.5,12.9,1,0,80.9
233,Luxembourg,0,1,2011,7.101400375,11.63512897,0.934090614,70.69999695,0.961830735,0.099620216,0.3881706,0.743698657,0.200136617,0.770686686,European Union,2.3,2.8,66.33,11.74,95,86,26.1,96,99,0.1,105290,0.52,0.9,0.9,11.8,1,0,81
403,United Kingdom,1,1,2011,6.869248867,10.65559196,0.94871068,69.45999908,0.899774432,0.333674401,0.437595308,0.742470384,0.173908412,0.467890024,Rest of Europe,4.3,5,71.514,9.8,88,86,27,95,95,0.08,42772,63.26,0.8,0.5,13,1,0,81
405,United Kingdom,1,1,2013,6.918055058,10.67525673,0.936884105,69.58000183,0.905278027,0.344083041,0.568043172,0.71891278,0.252095789,0.379231632,Rest of Europe,4,4.7,69.542,9.42,88,86,27.1,95,95,0.08,43621,64.13,0.8,0.5,12.6,1,0,81
66,Canada,2,1,2009,7.48782444,10.69202709,0.94284451,70.73999786,0.915057838,0.244119033,0.412622124,0.793210924,0.247633159,0.608264029,North America,5,5.8,71.2685,8.4,42,84,26.8,93,91,0.1,40368,33.63,0.5,0.4,12.5,1,0,81
67,Canada,2,1,2010,7.650346279,10.71133614,0.953765452,70.80000305,0.933948815,0.22833468,0.412659585,0.791042447,0.233112857,0.551076472,North America,5,5.7,69.0295,8.4,56,85,26.8,90,89,0.1,41155,34,0.5,0.4,12.6,1,0,81.2
150,Greece,0,2,2013,4.720251083,10.23318386,0.686650038,70.23999786,0.425966531,-0.273400784,0.941309869,0.570836425,0.482183158,0.143608585,European Union,3.6,4.1,72.0015,7.55,98,83,27.1,99,99,0.08,17796,10.97,0.8,0.7,10.4,1,0,81.3
234,Luxembourg,0,1,2012,6.964097023,11.62747765,0.913907707,70.90000153,0.916520953,0.051006578,0.402753204,0.725599825,0.227411717,0.743670523,European Union,2.3,2.8,68.2955,11.67,94,86,26.2,99,99,0.1,104488,0.53,0.9,0.9,11.8,1,0,81.4
247,Malta,0,1,2010,5.77387476,10.4002533,0.9083215,70.40000153,0.802044392,0.281818688,,0.62371099,0.375302672,0.41225192,European Union,5.8,6.7,55.7385,6.99,75,85,27.1,76,76,0.08,20558,0.41,0.8,0.7,10.3,1,0,81.4
126,France,1,1,2009,6.283498287,10.63456821,0.918158531,71.09999847,0.798213184,-0.083970748,0.654168189,0.691047668,0.303366601,0.474448889,European Union,3.1,4.3,86.8955,12.66,51,67,25,98,98,0.1,35131,64.71,0.6,0.6,10.8,1,0,81.4
186,Israel,1,1,2009,7.352979183,10.39309216,0.936573029,71.31999969,0.592529774,0.171740651,0.922718406,0.620061755,0.326583624,0.404165804,Middle East,3.8,4.7,61.931,2.67,98,92,26.9,96,96,0.08,31323,7.49,1.2,1.1,12.6,1,0,81.4
361,Sweden,1,1,2009,7.265977383,10.72530842,0.902532995,71.16000366,0.864004612,0.219105303,0.292112172,0.761239767,0.151362836,0.590337634,European Union,2.6,3.1,60.608,7.31,59,95,25.7,98,98,0.08,46043,9.3,1.3,1.3,12.2,1,0,81.4
68,Canada,2,1,2011,7.426053524,10.7325325,0.921669245,70.86000061,0.950925291,0.251015067,0.432991534,0.802899837,0.247728661,0.553290546,North America,4.9,5.7,67.7935,8.2,70,85,26.8,87,87,0.1,42037,34.34,0.5,0.5,12.7,1,0,81.4
351,Spain,1,1,2009,6.198601246,10.53024578,0.92945385,70.87999725,0.748514712,-0.129516065,0.797704637,0.645007908,0.335877061,0.424362034,European Union,3.3,4,67.2055,9.99,96,90,26.2,96,96,0.09,25779,46.36,0.6,0.5,9.3,1,0,81.5
362,Sweden,1,1,2010,7.496018887,10.77460003,0.97024262,71.19999695,0.904699981,0.139915511,0.253086656,0.788177967,0.20011203,0.602851212,European Union,2.5,3.1,57.492,7.38,61,94,25.8,98,98,0.08,48370,9.38,1.3,1.3,12.3,1,0,81.5
187,Israel,1,1,2010,7.358916283,10.43011475,0.881829858,71.40000153,0.5614779,0.149871558,0.902182698,0.627862692,0.362394363,0.448931694,Middle East,3.7,4.6,60.016,2.78,97,93,26.9,95,95,0.08,32505,7.62,1.2,1.1,12.6,1,0,81.6
191,Italy,1,1,2009,6.333800316,10.64720726,0.880312502,71,0.700550497,0.238355577,0.889984667,0.715410948,0.279377729,0.399521708,European Union,3.4,4.1,59.186,7.25,96,83,25.7,96,96,0.08,31615,59.1,0.5,0.5,9.6,1,0,81.6
352,Spain,1,1,2010,6.188262463,10.52727032,0.949940383,71,0.796495557,-0.140172899,0.839746296,0.645088673,0.321819484,0.302731603,European Union,3.1,3.8,64.95,8.94,97,92,26.2,97,97,0.09,25703,46.58,0.6,0.5,9.4,1,0,81.6
69,Canada,2,1,2012,7.415144444,10.73914337,0.948128343,70.91999817,0.917961121,0.287870497,0.465601832,0.775568783,0.229332089,0.523448169,North America,4.9,5.6,67.445,8.3,70,83,26.9,91,95,0.1,42316,34.71,0.5,0.5,12.8,1,0,81.6
250,Malta,0,1,2013,6.379924774,10.47128296,0.942231417,70.94000244,0.909436285,0.404254526,,0.629010856,0.369558126,0.661522508,European Union,5.8,6.6,53.4165,7.32,94,88,27.1,99,99,0.08,22071,0.43,0.8,0.7,11,1,0,81.7
127,France,1,1,2010,6.797901154,10.64893436,0.942954779,71.19999695,0.849702179,-0.105601452,0.622954249,0.728971004,0.260568112,0.401466221,European Union,3.1,4.2,84.668,12.3,65,61,25.1,99,99,0.1,35640,65.03,0.6,0.6,10.9,1,0,81.7
188,Israel,1,1,2011,7.433147907,10.46557808,0.892696559,71.48000336,0.722269237,0.140300959,0.891295373,0.654481232,0.384475023,0.271090537,Middle East,3.5,4.4,59.725,2.81,98,87,27,94,94,0.08,33678,7.77,1.2,1.1,12.7,1,0,81.7
189,Israel,1,1,2012,7.110854626,10.47495556,0.903415501,71.55999756,0.681439221,0.151844844,0.862327278,0.611278474,0.319231451,0.343569756,Middle East,3.4,4.3,57.951,2.89,97,89,27,94,94,0.08,33995,7.91,1.2,1.1,12.8,1,0,81.7
364,Sweden,1,1,2012,7.560147762,10.78520393,0.929397464,71.27999878,0.944382191,0.130443409,0.253543109,0.795511067,0.170226127,0.626497209,European Union,2.4,3,55.8855,7.23,53,95,25.9,98,98,0.08,48886,9.52,1.4,1.3,12.4,1,0,81.7
70,Canada,2,1,2013,7.593793869,10.75160122,0.936239362,70.98000336,0.916013896,0.313492298,0.406236142,0.800634027,0.262850314,0.505976021,North America,4.8,5.5,66.0915,8.2,55,86,26.9,91,91,0.1,42846,35.08,0.5,0.5,12.9,1,0,81.7
235,Luxembourg,0,1,2013,7.130809307,11.63559151,0.916683257,71.09999847,0.789655447,-0.061582256,0.300811768,0.60076052,0.184799984,0.736690223,European Union,2.3,2.8,66.6085,11.25,94,86,26.2,99,99,0.1,105339,0.54,0.9,0.9,11.8,1,0,81.8
363,Sweden,1,1,2011,7.382232189,10.79850197,0.920521259,71.23999786,0.941115439,0.159968853,0.268513024,0.761534154,0.179151982,0.638707519,European Union,2.5,3,57.197,7.31,62,95,25.8,98,98,0.08,49540,9.45,1.4,1.3,12.4,1,0,81.8
129,France,1,1,2012,6.649365425,10.6640749,0.93709743,71.40000153,0.841320336,-0.151167959,0.607905269,0.705462158,0.252988011,0.44062534,European Union,3.1,4.1,80.3445,12.22,78,72,25,99,99,0.1,36183,65.66,0.6,0.6,11,1,0,82
192,Italy,1,1,2010,6.354238033,10.66111946,0.872384131,71.09999847,0.737738907,-0.061614886,0.921075165,0.535315871,0.235879943,0.333916396,European Union,3.4,4,56.6155,6.95,96,84,25.7,96,96,0.08,32058,59.28,0.5,0.5,9.7,1,0,82
365,Sweden,1,1,2013,7.434010506,10.78853893,0.915648043,71.31999969,0.935910523,0.157398179,0.324481547,0.781510413,0.184420303,0.579855025,European Union,2.4,2.9,55.5025,7.32,67,95,25.9,98,98,0.08,49049,9.6,1.4,1.3,12.2,1,0,82
128,France,1,1,2011,6.959185123,10.6657877,0.92128557,71.30000305,0.903366625,-0.104549602,0.626624525,0.718365848,0.280994773,0.375089258,European Union,3.1,4.2,82.572,12.35,74,67,25.1,99,99,0.1,36246,65.34,0.6,0.6,10.9,1,0,82.1
190,Israel,1,1,2013,7.320563316,10.50296116,0.908515871,71.63999939,0.739001632,0.148959547,0.848537862,0.648566186,0.408576161,0.451302052,Middle East,3.3,4.1,58.2,2.9,97,95,27.1,96,96,0.08,34961,8.06,1.2,1.1,12.8,1,0,82.1
130,France,1,1,2013,6.66712141,10.66467381,0.907690823,71.5,0.877795756,-0.126617715,0.699069381,0.741086423,0.204969689,0.395130515,European Union,3.1,4.1,77.9145,11.73,74,75,25,99,99,0.1,36205,66,0.6,0.6,11.2,1,0,82.2
193,Italy,1,1,2011,6.057086468,10.66644764,0.913309336,71.19999695,0.567738414,-0.019908598,0.933460951,0.610143721,0.265567929,0.259559691,European Union,3.3,3.9,56.2325,6.98,96,83,25.7,96,96,0.08,32229,59.38,0.5,0.5,9.8,1,0,82.2
194,Italy,1,1,2012,5.839313984,10.63348961,0.86948663,71.30000305,0.570094943,0.110765703,0.908323646,0.651434124,0.387652248,0.280694604,European Union,3.2,3.8,55.1645,7.48,96,83,25.7,96,97,0.07,31185,59.54,0.5,0.6,9.9,1,0,82.2
354,Spain,1,1,2012,6.290690422,10.48484993,0.937023342,71.23999786,0.754586101,-0.061566025,0.843593001,0.644379139,0.366474479,0.339146554,European Union,2.9,3.6,61.3175,8.6,96,90,26.1,96,97,0.09,24635,46.77,0.6,0.5,9.5,1,0,82.4
353,Spain,1,1,2011,6.518249035,10.51554012,0.944443703,71.12000275,0.818650901,-0.123917468,0.845543444,0.666956425,0.356101543,0.308662713,European Union,3,3.7,63.491,8.74,97,91,26.1,97,97,0.09,25403,46.74,0.6,0.5,9.5,1,0,82.5
198,Japan,1,1,2011,6.262793541,10.54927063,0.916703701,73.12000275,0.814396441,-0.055324662,0.733798981,0.713564217,0.181055471,0.231063634,Asia,2.3,3.2,64.2585,8.41,83,92,22.7,96,97,0.17,33011,127.83,1.9,1.6,11.8,1,0,82.6
195,Italy,1,1,2013,6.009373665,10.60331535,0.916296065,71.40000153,0.499168754,-0.104334898,0.942639291,0.701823175,0.356616199,0.145972148,European Union,3.1,3.7,53.267,7.35,96,84,25.6,96,96,0.07,30258,60.23,0.5,0.6,10.3,1,0,82.7
197,Japan,1,1,2010,6.056752682,10.54718113,0.901924908,73,0.771722376,-0.143666402,0.769557059,0.77921927,0.187703073,0.27027148,Asia,2.4,3.2,62.1335,8.28,83,97,22.7,98,97,0.17,32942,128.07,1.9,1.6,11.5,1,0,82.8
196,Japan,1,1,2009,5.844999313,10.50719833,0.888356864,72.87999725,0.729888022,-0.213364705,0.740108192,0.712758899,0.16947788,0.251777887,Asia,2.4,3.3,63.037,6.98,83,92,22.7,99,97,0.17,31651,128.05,1.8,1.6,11.4,1,0,82.9
199,Japan,1,1,2012,5.968216419,10.56452179,0.905295432,73.23999786,0.752831519,,0.692387402,0.708420038,0.17147471,0.169178054,Asia,2.2,3,58.395,8.5,83,92,22.7,99,97,0.17,33518,127.63,1.9,1.7,12,1,0,83.1
355,Spain,1,1,2013,6.150027275,10.4736681,0.928640485,71.36000061,0.759356439,-0.103578195,0.915822566,0.662719071,0.371839374,0.184549659,European Union,2.8,3.5,59.454,8.55,95,91,26,96,96,0.09,24361,46.62,0.6,0.5,9.5,1,0,83.1
200,Japan,1,1,2013,5.959361553,10.58581734,0.923688352,73.36000061,0.821416557,-0.150305957,0.650498211,0.718607485,0.174621537,0.358106881,Asia,2.1,2.9,57.102,8.65,83,93,22.7,99,96,0.17,34240,127.45,2,1.7,12.2,1,0,83.3
