,Country,Social TF Programs,Wealth-ranking,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
661,Mexico,0,2,2008,6.829036236,9.819932938,0.876327813,64.81999969,0.6774773,-0.12914446,0.784897923,0.774335682,0.201175302,0.413553208,North America,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8,0,1,75.2
256,Mexico,0,2,2009,6.962819099,9.750859261,0.868220747,64.95999908,0.682463408,-0.077390425,0.764225543,0.763129532,0.19607076,0.446137846,North America,17,19.9,119.005,4.37,95,92,27.5,95,95,0.16,8569,112.46,1.7,1.6,8.2,0,1,75.1
257,Mexico,1,2,2010,6.802388668,9.786392212,0.876389682,65.09999847,0.778120756,-0.049904257,0.692891896,0.745259702,0.215494677,0.37198627,North America,16.4,19.2,117.679,4.05,93,91,27.5,95,95,0.16,8879,114.09,1.6,1.6,8,0,1,75.1
258,Mexico,1,2,2011,6.909515381,9.808419228,0.824064076,65.23999786,0.831368089,-0.100942686,0.697580218,0.700016022,0.227555886,0.383446395,North America,15.9,18.5,116.3525,4,98,97,27.6,97,97,0.16,9076,115.7,1.6,1.6,8.4,0,1,75
259,Mexico,1,2,2012,7.320185184,9.8306427,0.767279446,65.37999725,0.787768304,-0.094449662,0.633281112,0.721975505,0.278110534,0.3614088,North America,15.4,17.9,115.0265,3.86,99,92,27.7,99,99,0.16,9280,117.27,1.6,1.5,8.6,0,1,75
260,Mexico,1,2,2013,7.442546368,9.830936432,0.759138405,65.51999664,0.738716662,-0.166309223,0.614747047,0.749586701,0.22294873,0.395571351,North America,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9
671,Moldova,0,2,2008,5.502756119,9.044728279,0.871552587,60.24000168,0.640617132,-0.056532498,0.925663769,0.565447807,0.283589244,0.208650127,Rest of Europe,15.3,17.8,217.857,7.72,97,92,26.5,96,90,0.43,2235,2.87,2.9,3.1,10.9,0,1,68.7
261,Moldova,0,2,2009,5.554374218,8.984114647,0.855883062,60.61999893,0.550858617,-0.099540114,0.925061643,0.538923979,0.306487501,0.235415936,Rest of Europe,15,17.4,207.4875,6.24,89,92,26.6,87,85,0.43,2103,2.86,2.9,3.1,11,0,1,69.1
262,Moldova,1,2,2010,5.589736462,9.053706169,0.847094715,61,0.598484814,-0.089281224,0.929309428,0.564043164,0.277520359,0.270747125,Rest of Europe,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3,11.1,0,1,69.6
263,Moldova,1,2,2011,5.792262554,9.110836983,0.869413555,61.38000107,0.62802279,-0.082669236,0.956644356,0.553495347,0.284829497,0.238943219,Rest of Europe,14.5,16.8,186.748,8.21,96,92,26.7,96,93,0.41,2388,2.86,2.8,3,11.1,0,1,70.1
264,Moldova,1,2,2012,5.995712757,9.105052948,0.826219797,61.75999832,0.602418542,-0.050523143,0.955484569,0.563796163,0.313725889,0.21462217,Rest of Europe,14.2,16.5,176.378,8.3,94,92,26.8,92,92,0.39,2374,2.86,2.7,2.9,11.4,0,1,70.6
265,Moldova,1,2,2013,5.75605917,9.191901207,0.802882969,62.13999939,0.657734275,-0.06980139,0.940632403,0.547656298,0.260602951,0.1450174,Rest of Europe,14,16.3,174.6775,8.48,91,92,26.8,92,90,0.37,2589,2.86,2.7,2.9,11.6,0,1,71
793,Panama,0,2,2008,6.930903435,9.934837341,0.922481298,67.18000031,0.707384586,0.057951551,0.88065052,0.776062965,0.150143132,0.310028732,Central America and Caribbean,18,21.1,124.016,6,86,79,26.3,86,86,0.4,9894,3.52,2,2,9.2,0,1,76.4
296,Panama,0,2,2009,7.033740044,9.929429054,0.905028522,67.33999634,0.721393645,0.012687565,0.889423907,0.839467406,0.144200027,0.602612615,Central America and Caribbean,17.5,20.5,122.8365,6.14,85,76,26.4,85,85,0.4,9840,3.58,2,1.9,9.3,0,1,76.6
297,Panama,1,2,2010,7.3214674,9.968494415,0.92753309,67.5,0.754523695,-0.01030933,0.87982583,0.840976536,0.146368757,0.536404312,Central America and Caribbean,17,19.9,121.6565,6.1,94,73,26.5,95,94,0.4,10232,3.64,2,1.9,9.3,0,1,76.8
298,Panama,1,2,2011,7.24808073,10.05831623,0.876284182,67.66000366,0.829012871,0.007102657,0.839684486,0.852716744,0.179641321,0.461056739,Central America and Caribbean,16.5,19.3,120.477,6.16,87,81,26.5,91,87,0.4,11194,3.71,2,1.9,9.3,0,1,77
299,Panama,1,2,2012,6.859835625,10.13445282,0.89739114,67.81999969,0.783182502,-0.003747593,0.795796633,0.83766222,0.206641346,0.361556232,Central America and Caribbean,16,18.7,119.297,6.21,85,72,26.6,87,85,0.4,12080,3.77,1.9,1.9,9.5,0,1,77.2
300,Panama,1,2,2013,6.86648035,10.18416595,0.895719826,67.98000336,0.811337948,0.01633174,0.814464629,0.859786928,0.225745514,0.418275893,Central America and Caribbean,15.5,18.1,117.765,6.21,80,68,26.7,81,80,0.4,12695,3.84,1.9,1.9,9.7,0,1,77.4
803,Paraguay,0,2,2008,5.570061684,9.175508499,0.889281452,65.04000092,0.649068773,0.055489615,0.891085148,0.797779143,0.259037822,0.23880963,South America,23.2,27.7,155.128,6.89,87,84,25.8,85,89,0.15,4420,6.08,2.1,2.1,7.4,0,1,72.3
301,Paraguay,0,2,2009,5.576147079,9.15939045,0.900353849,65.12000275,0.717870176,0.026241815,0.857340276,0.803005695,0.186126411,0.520752966,South America,22.6,26.9,153.271,6.06,85,77,25.9,82,85,0.15,4350,6.16,2.1,2,7,0,1,72.5
302,Paraguay,1,2,2010,5.841174126,9.251065254,0.889152765,65.19999695,0.726262391,0.075159416,0.779914618,0.82604146,0.175859466,0.479620606,South America,22,26.2,151.414,6.27,89,77,26,89,89,0.15,4767,6.25,2.1,2,7.7,0,1,72.7
303,Paraguay,1,2,2011,5.677080631,9.279371262,0.869149685,65.27999878,0.665864289,0.189435244,0.755997002,0.823038757,0.190262824,0.367264926,South America,21.4,25.4,149.557,6.14,89,78,26.2,89,89,0.15,4904,6.33,2.1,2,7.8,0,1,72.9
304,Paraguay,1,2,2012,5.820058346,9.258541107,0.931004941,65.36000061,0.748206615,0.198541015,0.77365911,0.849250019,0.212838635,0.296063691,South America,20.8,24.6,147.7,5.8,87,75,26.3,89,87,0.14,4803,6.42,2,2,7.8,0,1,73.1
305,Paraguay,1,2,2013,5.936240673,9.324483871,0.938647211,65.44000244,0.908905864,0.044526916,0.902550995,0.873760998,0.223824456,0.372237712,South America,20.2,23.8,146.917,5.62,86,76,26.4,89,86,0.14,5130,6.51,2,1.9,8.3,0,1,73.3
813,Peru,0,2,2008,5.129230976,9.142193794,0.777106822,66.98000336,0.637672365,-0.068087906,0.89643985,0.701445818,0.353949875,0.173054844,South America,17.1,22,135.759,4.95,93,56,25.8,93,93,0.17,4805,28.56,1.2,1.2,8.4,0,1,73.8
306,Peru,0,2,2009,5.518846989,9.145059586,0.79869628,67.23999786,0.638375103,-0.080154046,0.880333722,0.757985055,0.320298076,0.174843535,South America,16.2,20.8,134.0135,5.04,93,42,25.9,92,93,0.16,4819,28.79,1.2,1.2,8.4,0,1,74.1
307,Peru,0,2,2010,5.612785339,9.216964722,0.811914384,67.5,0.756706417,-0.061523955,0.880594134,0.744028509,0.330243468,0.192308694,South America,15.3,19.8,132.268,5.23,93,56,26,92,93,0.15,5178,29.03,1.1,1.1,8.4,0,1,74.4
308,Peru,1,2,2011,5.892457485,9.270196915,0.756304562,67.76000214,0.772759497,-0.124476716,0.823664963,0.74246645,0.330921263,0.293339759,South America,14.6,18.8,130.5225,5.22,91,70,26.1,91,91,0.13,5461,29.26,1.1,1.1,9.1,0,1,74.7
309,Peru,1,2,2012,5.824557304,9.321531296,0.764071584,68.01999664,0.703000546,-0.080573991,0.866837919,0.705466568,0.397958517,0.272202104,South America,13.9,17.9,128.7765,5.35,95,63,26.2,94,95,0.13,5749,29.51,1.1,1.1,8.6,0,1,75
310,Peru,1,2,2013,5.782557487,9.369393349,0.796768486,68.27999878,0.703041255,-0.067341164,0.869899273,0.74146831,0.390038222,0.219155595,South America,13.3,17.1,127.208,5.27,88,54,26.3,71,88,0.12,6030,29.77,1.1,1.1,8.8,0,1,75.3
823,Philippines,0,2,2008,4.589065075,8.633817673,0.798442245,61.47999954,0.860842586,0.082235992,0.816584587,0.773812234,0.384014696,0.566654027,Asia,25.3,32.5,208.4315,4.15,88,22,22.6,87,91,0.03,2310,90.9,1,9.7,9,0,1,69.5
311,Philippines,0,2,2009,4.879910946,8.631697655,0.775170922,61.54000092,0.87360549,0.003180879,0.804578125,0.791430533,0.311330199,0.598850965,Asia,25,32.1,207.4785,4.34,85,19,22.7,87,87,0.04,2305,92.41,1,9.7,9,0,1,69.7
312,Philippines,1,2,2010,4.941514015,8.685816765,0.804861128,61.59999847,0.893350542,0.032479588,0.812448382,0.828575552,0.293918312,0.554057181,Asia,24.8,31.7,206.525,4.73,77,10,22.7,88,79,0.05,2433,93.97,1,9.7,8.9,0,1,69.8
313,Philippines,1,2,2011,4.993956566,8.706755638,0.788763285,61.65999985,0.882837474,0.071936019,0.782946467,0.807783842,0.358326375,0.722774804,Asia,24.5,31.3,205.572,4.85,87,36,22.8,88,87,0.05,2484,95.57,1,9.7,9,0,1,70
314,Philippines,1,2,2012,5.001965046,8.756409645,0.812921703,61.72000122,0.914499581,0.051978387,0.771167636,0.811441779,0.35112527,0.758208573,Asia,24.2,30.9,204.619,4.96,88,42,22.9,88,88,0.06,2611,97.21,1,9.7,9.1,0,1,70.1
315,Philippines,1,2,2013,4.976925373,8.804812431,0.846413136,61.77999878,0.907458425,0.020415673,0.756388545,0.795774877,0.331957966,0.751474738,Asia,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,0.07,2740,98.87,1,9.7,9.1,0,1,70.3
316,Poland,0,2,2009,5.772027493,10.04606915,0.916798174,66.91999817,0.820649087,0.071381621,0.897762001,0.649224102,0.245965257,0.284511507,European Union,5.5,6.3,135.045,10.17,98,95,26.1,96,99,0.08,10437,38.15,2.1,2.3,12.1,1,0,75.7
317,Poland,0,2,2010,5.887029648,10.08564854,0.95506531,67.09999847,0.794900477,-0.000303453,0.904697299,0.685517788,0.234237015,0.333801061,European Union,5.1,6,129.3125,10.07,98,94,26.1,96,99,0.08,10859,38.04,2.1,2.2,12.2,1,0,76.2
318,Poland,0,2,2011,5.646204948,10.13158989,0.904578626,67.27999878,0.868148923,-0.068704925,0.907953143,0.658624232,0.223810226,0.27237618,European Union,4.9,5.7,126.5725,10.24,98,95,26.2,96,99,0.08,11369,38.06,2,2.2,12.3,1,0,76.7
319,Poland,0,2,2012,5.87593174,10.14475441,0.935923874,67.45999908,0.811301708,-0.028189898,0.887895823,0.710892498,0.266746789,0.268628746,European Union,4.7,5.4,124.316,10.21,97,95,26.3,95,99,0.08,11520,38.06,2,2.1,11.7,1,0,76.7
320,Poland,0,2,2013,5.746131897,10.15655231,0.911934912,67.63999939,0.775931358,-0.138638377,0.915677428,0.674865067,0.241980955,0.163588136,European Union,4.5,5.2,119.573,10.8,96,93,26.4,95,99,0.08,11656,38.04,2,2.1,12.1,1,0,77
927,South Africa,0,2,2008,5.346306801,9.53322506,0.809542179,47.79999924,0.748846471,-0.103255332,0.865791023,0.712142289,0.206242844,0.461442381,Africa,43,68.9,498.352,7.46,76,54,26.8,77,79,10.58,6171,49.78,8.9,1.7,9.7,0,1,55.4
346,South Africa,0,2,2009,5.218430996,9.503808975,0.87735945,48.70000076,0.739409983,-0.161607936,0.904342353,0.655523777,0.230895981,0.522421479,Africa,38.4,60.3,473.875,7.25,74,63,26.9,75,76,10.13,5992,50.48,8.1,9.8,10.1,0,1,56.5
347,South Africa,0,2,2010,4.652428627,9.519201279,0.917056024,49.59999847,0.738905966,-0.209991843,0.79062891,0.698225856,0.123753376,0.593964458,Africa,34.4,52,449.3985,7.07,71,55,26.9,72,72,9.52,6085,51.22,7.3,8.9,10,0,1,57.7
348,South Africa,0,2,2011,4.930511475,9.535149574,0.857703149,50.5,0.835448027,-0.161942363,0.819181919,0.720048368,0.230213523,0.627495944,Africa,32.1,45.6,424.9215,7.17,76,54,27,71,69,9.01,6183,52,6.6,8,9.9,0,1,58.9
349,South Africa,1,2,2012,5.133887768,9.543016434,0.906595111,51.40000153,0.590144992,-0.170741677,0.838216782,0.71075809,0.178183243,0.425877452,Africa,31,41.5,400.445,7.22,68,53,27.1,69,65,8.52,6232,52.83,6,7.3,9.8,0,1,60.1
350,South Africa,1,2,2013,3.660727262,9.551523209,0.839424491,52.29999924,0.714169025,-0.084694207,0.799543023,0.740163863,0.166549087,0.510355353,Africa,30.1,39.3,384.094,7.21,73,50,27.1,79,73,7.97,6285,53.69,5.4,6.5,9.9,0,1,61.1
947,Sri Lanka,0,2,2008,4.430846214,9.020895004,0.815702736,63.24000168,0.833835602,0.161686391,0.861397326,0.655605435,0.152587533,0.720333278,Asia,10.5,12.2,124.8175,2.1,98,97,22.3,98,98,0.02,2675,19.98,15.4,15.4,11,0,1,75.2
356,Sri Lanka,0,2,2009,4.212026596,9.048714638,0.829611897,63.72000122,0.798871219,0.305119783,0.689926445,0.660928369,0.172400951,0.916601896,Asia,13.9,21.3,122.485,2.05,97,97,22.4,97,97,0.02,2750,20.12,15.3,15.4,10.9,0,1,75.3
357,Sri Lanka,1,2,2010,3.976905107,9.118977547,0.814367235,64.19999695,0.738208532,0.25754267,0.769477904,0.70351088,0.163471773,0.807552159,Asia,9.8,11.4,120.153,2.31,99,99,22.5,99,99,0.01,2950,20.26,15.3,15.3,10.8,0,1,75.4
358,Sri Lanka,1,2,2011,4.180569172,9.192952156,0.841938436,64.68000031,0.82263726,0.143791214,0.760300696,0.73049593,0.174926728,0.855967104,Asia,9.4,10.9,117.8205,3.03,99,99,22.6,99,99,0.01,3177,20.4,15.3,15.3,10.8,0,1,75.6
359,Sri Lanka,1,2,2012,4.224593163,9.279156685,0.824357271,65.16000366,0.800397217,0.159445927,0.822879076,0.761135697,0.196870834,0.777017355,Asia,8.9,10.4,115.4885,2.89,99,99,22.7,99,99,0.01,3463,20.43,15.3,15.2,10.9,0,1,75.8
360,Sri Lanka,1,2,2013,4.364694118,9.304747581,0.809175253,65.63999939,0.834020317,0.267049938,0.842013538,0.775873661,0.20812951,0.750018179,Asia,8.4,9.8,113.3855,2.65,99,99,22.8,99,99,0.01,3553,20.59,15.2,15.1,10.9,0,1,76
993,Thailand,0,2,2008,5.636471272,9.519333839,0.831711292,66.73999786,0.867833734,0.424182832,0.933372617,0.777418733,0.145058736,0.406274229,Asia,12.8,14.9,165.9995,7.54,98,91,23.6,99,99,0.27,4884,66.53,8.5,8.6,7.3,0,1,73.3
376,Thailand,0,2,2009,5.475645065,9.507368088,0.89324528,66.91999817,0.868223727,0.523619711,0.903822482,0.8082816,0.166086391,0.511181891,Asia,12.2,14.2,163.0875,6.74,98,91,23.7,99,99,0.25,4826,66.87,8.3,8.5,7.5,0,1,73.8
377,Thailand,0,2,2010,6.216702938,9.57491684,0.897651255,67.09999847,0.859636426,0.534634352,0.916693389,0.821447611,0.181523174,0.683404207,Asia,11.7,13.6,160.1755,6.19,98,91,23.8,99,99,0.23,5164,67.2,8.2,8.3,7.7,0,1,74.2
378,Thailand,0,2,2011,6.663609028,9.578482628,0.884350836,67.27999878,0.92688185,0.398804367,0.923195601,0.834183812,0.116675928,0.539867997,Asia,11.2,13,157.2635,6.61,98,91,23.9,99,99,0.22,5182,67.52,8.1,8.2,7.5,0,1,74.6
379,Thailand,1,2,2012,6.300235271,9.643714905,0.906098127,67.45999908,0.846932828,0.378443688,0.908612072,0.732703328,0.137503058,0.702815235,Asia,10.6,12.4,154.351,7.1,98,91,24,99,99,0.2,5531,67.84,8,8.1,7.7,0,1,75
380,Thailand,1,2,2013,6.231024742,9.665697098,0.926377833,67.63999939,0.781081975,0.454790682,0.925430059,0.781871855,0.140830517,0.506152332,Asia,10.2,11.8,152.5305,6.89,99,94,24.1,99,99,0.19,5654,68.14,7.9,7.9,7.5,0,1,75.4
381,Tunisia,0,2,2009,5.025470257,9.262184143,,66.22000122,0.781496286,-0.124317981,0.722210646,,,,Africa,16.2,18.9,99.6225,1.36,99,97,25.8,99,99,0.04,3881,10.53,6.3,6.3,6.4,0,1,74.9
382,Tunisia,0,2,2010,5.130520821,9.286338806,0.863187671,66.30000305,0.623592854,-0.140940055,0.732379258,0.696831405,0.248912811,0.903174698,Africa,15.8,18.4,98.3545,1.26,98,98,25.9,98,98,0.04,3955,10.64,6.3,6.3,6.7,0,1,75
383,Tunisia,1,2,2011,4.87648201,9.259581566,0.714891434,66.37999725,0.603123665,-0.204654694,0.912656903,0.513189495,0.248196974,0.472290635,Africa,15.5,18,97.086,1.25,98,96,25.9,98,98,0.04,3836,10.74,6.4,6.3,6.9,0,1,75.2
384,Tunisia,1,2,2012,4.463531017,9.288228989,0.614422798,66.45999908,0.567737222,-0.182123661,0.899453163,0.490396291,0.326999813,0.435219467,Africa,15.2,17.7,95.818,1.35,97,96,26,97,97,0.04,3959,10.85,6.4,6.3,6.8,0,1,75.4
385,Tunisia,1,2,2013,5.245604992,9.299713135,0.647967458,66.54000092,0.536287725,-0.212311119,0.886026919,0.434686065,0.23915638,0.320763677,Africa,15,17.5,94.3265,1.4,98,98,26.1,98,98,0.04,4016,10.95,6.4,6.3,6.8,0,1,75.6
1035,Ukraine,0,2,2008,5.172380447,9.487659454,0.860013783,61.56000137,0.486626983,-0.266052991,0.929175198,0.544517279,0.185805932,0.159723967,Rest of Europe,11.1,12.9,268.4445,9.41,84,95,26.2,91,90,0.31,2599,46.26,2.5,2.6,11.3,0,1,68.3
391,Ukraine,0,2,2009,5.1656394,9.332415581,0.845293224,61.88000107,0.460348487,-0.242595628,0.962244451,0.544606388,0.189013854,0.086690761,Rest of Europe,10.6,12.3,230.8795,8.97,66,68,26.2,74,71,0.3,2215,46.05,2.5,2.6,11.3,0,1,69.2
392,Ukraine,1,2,2010,5.057561398,9.374014854,0.883555114,62.20000076,0.483833194,-0.189893872,0.953752279,0.472101361,0.227200434,0.263286889,Rest of Europe,10.1,11.7,213.7115,7.77,48,41,26.3,57,52,0.28,2315,45.87,2.4,2.5,11.3,0,1,70.3
393,Ukraine,1,2,2011,5.083132744,9.430825233,0.859458685,62.52000046,0.57866931,-0.228899032,0.932535291,0.538531721,0.21964775,0.236262515,Rest of Europe,9.6,11.2,203.8,8.74,21,56,26.3,54,50,0.26,2450,45.71,2.4,2.5,11.3,0,1,70.8
394,Ukraine,1,2,2012,5.030342102,9.435678482,0.897573471,62.84000015,0.563649774,-0.224404335,0.896237016,0.508998454,0.192819074,0.236936122,Rest of Europe,9.2,10.7,203.7885,8.54,46,54,26.4,72,76,0.26,2460,45.59,2.4,2.4,11.3,0,1,70.9
395,Ukraine,1,2,2013,4.710802555,9.437688828,0.896510422,63.15999985,0.568715692,-0.217579514,0.937324286,0.571862519,0.224595502,0.189184397,Rest of Europe,8.8,10.2,201.674,8.73,46,54,26.4,72,76,0.24,2466,45.49,2.3,2.4,11.3,0,1,71.2
1073,Uruguay,0,2,2008,5.663869858,9.75652504,0.879113853,66.94000244,0.807930231,-0.150573879,0.596766949,0.684607685,0.26400578,0.590951741,South America,10.3,11.8,114.3705,6.54,94,93,26.5,94,94,0.22,12022,3.34,1.6,1.5,8.4,0,1,76.4
411,Uruguay,0,2,2009,6.296222687,9.795257568,0.923861444,67.01999664,0.82504946,-0.126018703,0.543947875,0.722020388,0.254544437,0.655707836,South America,9.7,11.2,113.037,6.45,95,93,26.6,95,95,0.23,12496,3.35,1.5,1.5,8.4,0,1,76.6
412,Uruguay,0,2,2010,6.062010765,9.867535591,0.893039763,67.09999847,0.832241356,-0.165847778,0.47137624,0.738478601,0.231179178,0.728630126,South America,9.3,10.7,111.704,5.99,95,92,26.7,95,95,0.24,13433,3.36,1.5,1.5,8.4,0,1,76.8
413,Uruguay,0,2,2011,6.554047108,9.914999962,0.891282439,67.18000031,0.851441562,-0.087857969,0.556286037,0.702420473,0.252250046,0.631276906,South America,8.9,10.3,110.371,6.02,95,93,26.8,95,95,0.23,14086,3.37,1.5,1.5,8.4,0,1,76.9
414,Uruguay,1,2,2012,6.449728489,9.946791649,0.864693701,67.26000214,0.870590031,0.05923273,0.615349591,0.691910923,0.214202747,0.584287286,South America,8.6,10,109.0375,6.55,95,93,26.9,95,95,0.24,14541,3.38,1.5,1.5,8.5,0,1,77
415,Uruguay,1,2,2013,6.444464684,9.989032745,0.917279661,67.33999634,0.888278008,-0.051038645,0.585632265,0.742915869,0.253228515,0.524399817,South America,8.3,9.7,107.92,6.42,94,92,27,94,94,0.26,15168,3.39,1.5,1.4,8.5,0,1,77.1
1092,Vietnam,0,2,2008,5.480425358,8.439886093,0.804560363,64.33999634,0.888624668,0.200217381,0.789237559,0.623606741,0.217537612,0.866248786,Asia,18.8,23.5,133.6115,1.78,87,65,20.8,93,93,0.19,1833,86.24,14.7,15.7,7,0,1,74.6
